Date,Time,Type,Owner/operator,Total airframe hrs,Fatalities,Location,Phase,Nature,Departure airport,Destination airport,Narrative
Thursday 30 January 1975,18:50,Fokker F-28 Fellowship 1000,Türk Hava Yollari - THY,3713,42,"30 km W off Istanbul-Yesilköy Airport (IST) - 
	   Turkey",Approach,Passenger - Scheduled,Izmir-Cumaovasi Airport (IZM),Istanbul-Yesilköy Airport (IST/LTBA),"A THY Fokker F-28 jet was destroyed when it impacted the sea off Istanbul-Yesilköy Airport in Turkey. All 42 occupants died in the accident. The aircaft, operating THY flight 345 from Izmir, conducted a night instrument approach to Istanbul-Yesilköy Airport's runway 06. At 18:39, the aircraft touched down on the runway but an electrical power failure at the airport at that very moment forced the crew to initiate a missed approach. Twenty-two seconds after the lights went off, the emergency generator kicked in and restored the runway lights. The pilot elected to remain VFR under an altitude of 240 metres (790 ft). At 18:43, the crew asked for permission to land while positioning for another approach. However, because another aircraft, a Pan American World Airways Boeing 707, was about to take off, air traffic control ordered the crew of flight 345 to fly an extended downwind leg. When, at 18:53, air traffic control attempted to establish contact with flight 345, it received no answer."
Sunday 12 December 1971,,Grumman C-2A Greyhound,United States Navy,,10,"320 km SW of Cubi Point NAS, Philippines [South China Sea] - 
	   Pacific Ocean",En route,Military,Luzon Island-Cubi Point NAS (NCP/RPMB),Saigon-Tan Son Nhat International Airport (SGN/VVTS),Crashed during a logistics flight. The airplane was based as NAS Cubi Point.
Tuesday 6 July 1982,00:35,Ilyushin Il-62M,"Aeroflot, International Civil Aviation Directorate",4818,90,"11,4 km N of Moskva-Sheremetyevo Airport (SVO) - 
	   Russia",Initial climb,Passenger - Scheduled,Moskva-Sheremetyevo Airport (SVO/UUEE),Dakar-Yoff Airport (DKR/GOOY),"An Ilyushin Il-62M passenger jet, registered CCCP-86513, was destroyed in an accident near the village of Mendeleevo, Russia. All 80 passengers and ten crew members were killed. Aeroflot flight 411 took off from Moscow-Sheremetyevo Airport (SVO) at 00:33 on a flight to Dakar (DKR), Senegal and Freetown (FNA), Sierra Leone. Eight seconds after raising the landing gear the fire alarm for engine no. 1 activated. The crew shut down the engine in accordance with the Flight Manual and used the three stages of fire suppression systems. After 30 seconds another alarm activated, signalling a fire in engine no. 2. This engine was also shut down. At that time the speed was 320 km/h, height about 160 m, landing gear was retracted, and flaps were in takeoff position (30°). The crew had initiated a right hand turn, which was recommended in case of a failure of the left hand engines. The crew were not able to maintain altitude. The speed decreased, increasing the angle of attack and slip. The airplane stalled at a height of 75 m and came down in a 70° left bank and a pitch angle of -20°. The plane crashed in swampy woods. Investigation revealed that both fire alarms were false. Hot air from a ruptured pipe of the air conditioning system had blown on the temperature sensors."
Thursday 10 August 1989,,Ilyushin Il-76M,Soviet Air Force,,7,"10 km from Novgorod-Krechevitsy Airport - 
	   Russia",Approach,Military,Novgorod-Krechevitsy Airport,Novgorod-Krechevitsy Airport,"The Il-76 transport plane was flying a training mission when it crashed while on approach to Novgorod-Krechevitsy Airport, Russia. All on board were killed. A powerful lightning strike during the approach degraded crew performance. The airplane suddenly entered a 26° nose-up attitude, climbing from 940 m to 1300 m. Subsequent it entered a dive with pitch angle -55 ° and a vertical speed of 27-27 m/s. The airplane struck the ground at a speed of 570 km/h."
Friday 21 March 1975,23:15,Lockheed C-141A-20-LM Starlifter,United States Air Force - USAF,16793,16,"60 km W of Seattle, WA - 
	   United States of America",En route,Military,Tokyo-Yokota AFB (OKO/RJTY),"Tacoma-McChord AFB, WA (TCM/KTCM)","The C-141 was returning to McChord AFB from Clark AFB, Philippines with intermediate stops at Kadena and Yokota. At 90 miles from McChord, the crew were given a descent clearance from FL370 to 15,000 feet. After switching frequencies to Seattle Center and reporting level at 15,000 feet, they were cleared further down to 10,000 feet. The controller misunderstood this to be from a Navy Grumman A-6 Intruder and instructed to ""...maintain five thousand"". The flight responded ""Five thousand. MAC 40641 is out of ten"". Still about 60 miles from McChord, they started a descent below the sector altitude. The C-141 Starlifter struck a ridge of Mt. Constance in Olympic National Park 150 feet from the top of the 7743 ft peak."
Monday 13 September 1982,12:00,McDonnell Douglas DC-10-30CF,Spantax,15364,50,"Málaga Airport (AGP) - 
	   Spain",Take off,Passenger - Non-Scheduled/charter/Air Taxi,Málaga Airport (AGP/LEMG),"New York-John F. Kennedy International Airport, NY (JFK/KJFK)","Spantax Flight BX995 departed Madrid-Barajas at 09:36 on a charter flight to Málaga and New York. The DC-10 arrived at Málaga at 10:20 where 251 passengers embarked. The crew then taxied to the threshold of runway 14. Takeoff clearance was received at 11:58. During takeoff the copilot called out the 80 knots and 100 knots speeds. A short time before reaching V1 (162 kts), pieces of tread of a nose wheel tire started to detach. At or close to V1 a vibration was felt. The airplane continued to accelerate through VR. As the captain tried to rotate by applying up elevator, the vibration was of such magnitude that he feared that the plane might become uncontrollable after takeoff. He decided to abort the takeoff. At that point, with a maximum speed attained of 184 kts, there was 1295 m (4,250 feet) of runway left. The captain retarded the throttles and tried to select reverse thrust. The no. 3 throttle slipped from his hands, causing a power asymmetry. The airplane veered slightly to the left. The Dc-10 overshot the runway at a speed of 110 kts, colliding with an ILS building, causing engine number 3 to separate. The airplane went through a fence and crossed a highway were it damaged three vehicles. It then collided with a farming construction, causing three quarters of the right wing to break off, as well as the right horizontal stabilizer. The aircraft stopped 450 m (1,475 feet) past the end of runway 14. A fire erupted in the rear of the fuselage.  PROBABLE CAUSE: ""The Commission determines the cause of the accident to be the fractional detachment of the retread of the right wheel of the nose gear, originating a strong vibration which could not be identified by the captain, leading hime into the belief that the aircraft would become uncontrollable in flight, and thus deciding to abandon the take-off over VR. The decision of aborting the take-off, though not in accordance with the standard operation procedure, is in this case considered reasonable, on the base of the irregular circumstances that the crew had to face, the short period of time available to take the decision, the lack of training in case of wheel failure and the absence of take-off procedures when failure other than that of the engines occurs."""
Tuesday 8 September 1970,16:06,McDonnell Douglas DC-8-63CF,Trans International Airlines,,11,"New York-John F. Kennedy International Airport, NY (JFK) - 
	   United States of America",Take off,Ferry/positioning,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)","Washington-Dulles International Airport, DC (IAD/KIAD)","The DC-8 freighter started rotating in a nose-high attitude 1500 feet into the takeoff. After becoming airborne at 2800 feet down the runway, the aircraft climbed to about 300-500 feet, rolled 20 degrees to the left, crashed and caught fire. The loss of pitch control was caused by the entrapment of a pointed, asphalt-covered object between the leading edge of the right elevator and the right horizontal spar web access door in the aft part of the stabilizer.  PROBABLE CAUSE: pilot in command - failed to abort takeoff airframe - flight control surfaces: elevator assembly,attachments miscellaneous acts,conditions - jammed miscellaneous acts,conditions - interference with flight controls miscellaneous - foreign material affecting normal operations FACTORS: pilot in command - inadequate supervision of flight miscellaneous acts,conditions - checklist-failed to use"
Friday 6 September 1985,15:21,McDonnell Douglas DC-9-14,Midwest Express,31892,31,"0,5 km SW of Milwaukee-General Mitchell Airport, WI (MKE) - 
	   United States of America",Initial climb,Passenger - Scheduled,"Milwaukee-General Mitchell Airport, WI (MKE/KMKE)","Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL)","Midwest Express Airlines Flight 206, DC-9 N100ME arrived at Milwaukee (MKE) at 13:15 on September 6, 1985. It departed Milwaukee at 13:36 and arrived in Madison at 13:55 after an uneventful flight. At Madison, N100ME was designated as flight 105 to Atlanta (ATL), with an intermediate stop in Milwaukee. Flight 105 departed Madison at 14:25 and arrived at Milwaukee, on time and without incident, at 14:41. About 14:49, the first officer of flight 105 contacted Milwaukee Tower to request an instrument flight rule (IFR) clearance to Atlanta. The clearance was received. The Atlanta forecast included a 1,000-foot ceiling, visibility 2 miles, thunderstorms and rain showers.  At 15:12, the Before Engine Start Checklist was read and accomplished in accordance with Midwest Express operating procedures. Engine start was commenced at 15:14 and the After Start Checklist was accomplished. The first officer requested clearance to taxi to runway 19R for departure. About 15:17:50, the Taxi Checklist was completed, and the engine pressure ratio (EPR) and airspeed reference bugs were set to 1.91 and 133 knots, respectively. Both indications were correct for the departure conditions applicable to flight 105. At the conclusion of the Taxi Checklist, the captain advised the first officer ""Standard briefing ..."" At 15:19:15, the first officer reported to the tower local controller, ""Milwaukee, Midex 105, ready on 19R."" Flight 105 was cleared to ""position and hold"" on runway 19R. The captain called for the Before Takeoff Checklist, which was completed in accordance with the COM. Flight 105 was cleared for takeoff at 15:20:28; the first officer acknowledged the clearance. The captain operated the flight controls, and the first officer handled radio communications and other copilot responsibilities during the takeoff. The Midwest Express DC-9 Flight Operations Manual required the use of standard noise abatement takeoff procedures during all line operations, unless precluded by safety considerations or special noise abatement procedures. At the time flight 105 departed, noise abatement procedures were in effect. Midwest Express also utilized ""reduced thrust"" takeoff procedures (at the captain's discretion) to extend engine life. The flightcrew was complying with the reduced thrust and standard noise abatement takeoff procedures. The takeoff roll and liftoff were normal, with liftoff occurring near the intersection of the midfield taxiway and runway 19R, about 4,200 feet from the start of the takeoff roll. Rotation to the takeoff attitude occurred at 140 knots. The DC-9 accelerated to 168 knots with a rate of climb of about 3,000 feet/minute, indicating a normal two-engine initial takeoff flightpath. At 15:21:26 N100ME was about 7,600 feet down the runway, reaching a height of 450 feet above the ground. At that moment there was a loud noise and a noticeable decrease in engine sound. The captain then remarked ""What the # was that?"" The first officer did not respond. At 15:21:29, the local controller transmitted, ""Midex 105, turn left heading 175."" At the time of his transmission he observed smoke and flame emanating from the right airplane engine. The captain asked the first officer, ""What do we got here, Bill?"" The first officer did not respond to the captain but advised the local controller, ""Midex 105, roger, we've got an emergency here."" Two seconds later, the captain said, ""Here""; again there was no response. Neither pilot made the call outs for ""Max Power"" or ""Ignition Override-Check Fuel System,"" which were part of the Midwest Express ""Engine Failure after V1"" emergency procedure. Meanwhile the airplane began to deviate substantially to the right and the heading changed from 194 degrees to 260 degrees in eight seconds. The vertical acceleration dropped sharply to about 0.3 G and increased to a value of 1.8 G. At that point the airplane stalled. This accelerated stall occurred at a KIAS of about 156 kts.  PROBABLE CAUSE: ""The flight crew's improper use of flight controls in response to the catastrophic failure of the right engine during a critical phase of flight, which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency. The right engine failed from the rupture of the 9th to 10th stage removable sleeve spacer in the high pressure compressor because of the spacer's vulnerability to cracks."""
Thursday 16 September 1971,,McDonnell Douglas C-9A Nightingale (DC-9-30),United States Air Force - USAF,,3,"ca 0,8 km NW of Belleville-Scott AFB, IL (BLV) - 
	   United States of America",Take off,Military,"Belleville-Scott AFB, IL (BLV/KBLV)","Belleville-Scott AFB, IL (BLV/KBLV)","This air ambulance C-9A, a military variant of the DC-9, was operated by the Military Airlift Command's 375 MAW. The airplane departed Scott AFB, IL (BLV) on a training flight. A first-stage fan blade of the no. 2 engine failed during a go-around. The C-9 crashed into an unoccupied farm house."
Sunday 16 August 1987,20:45,McDonnell Douglas DC-9-82 (MD-82),Northwest Airlines,14928,154,"Detroit-Metropolitan Wayne County Airport, MI (DTW) - 
	   United States of America",Take off,Passenger - Scheduled,"Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW)","Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)","A McDonnell Douglas DC-9-82 operating Northwest Airlines flight 255 was destroyed when it crashed onto a road during takeoff from Detroit-Metropolitan Wayne County Airport, Michigan, USA. Just one of the 155 occupants survived the accident. Additionally, Two persons on the ground were killed. Flight NW255 was a regularly scheduled passenger flight between Saginaw, Michigan and Santa Ana, California, with en route stops at Detroit and Phoenix, Arizona. About 18:53, flight 255 departed Saginaw and about 19:42 arrived at its gate at Detroit.  About 20:32, flight 255 departed the gate with 149 passengers and 6 crewmembers on board. During the pushback, the flightcrew accomplished the BEFORE (engine) START portion of the airplane checklist, and, at 20:33, they began starting the engines. The flight was then cleared to ""taxi via the ramp, hold short of (taxiway) delta and expect runway three center [3C] (for takeoff)..."" The ground controller amended the clearance, stating that the flight had to exit the ramp at taxiway Charlie. The crew was requested to change radio frequencies. The first officer repeated the taxi clearance, but he did not repeat the new radio frequency nor did he tune the radio to the new frequency.  At 20:37, the captain asked the first officer if they could use runway 3C for takeoff as they had initially expected 21L or 21R. After consulting the Runway Takeoff Weight Chart Manual, the first officer told the captain runway 3C could be used for takeoff. During the taxi out, the captain missed the turnoff at taxiway C. When the first officer contacted ground control, the ground controller redirected them to taxi to runway 3C and again requested that they change radio frequencies. The first officer repeated the new frequency, changed over, and contacted the east ground controller. The east ground controller gave the flight a new taxi route to runway 3C, told them that windshear alerts were in effect, and that the altimeter setting was 29.85 inHg. The flightcrew acknowledged receipt of the information. At 20:42, the local controller cleared flight 255 to taxi into position on runway 3C and to hold. He told the flight there would be a 3-minute delay in order to get the required ""in-trail separation behind traffic just departing."" At 20:44:04, flight 255 was cleared for takeoff. Engine power began increasing at 20:44:21. The flightcrew could not engage the autothrottle system at first, but, at 20:44:38, they did engage the system, and the first officer called 100 knots at 20:44:45. At 20:44:57, the first officer called ""Rotate."" Eight seconds later, the stall warning stick shaker activated, accompanied by voice warnings of the supplemental stall recognition system (SSRS). The takeoff warning system indicating that the airplane was not configured properly for takeoff, did not sound at any time prior or during takeoff. After flight 255 became airborne it began rolling to the left and right before the left wing hit a light pole in a rental car lot.  After impacting the light pole, flight 255 continued to roll to the left, continued across the car lot, struck a light pole in a second rental car lot, and struck the side wall of the roof of the auto rental facility in the second rental car lot. The airplane continued rolling to the left when it impacted the ground on a road outside the airport boundary. The airplane continued to slide along the road, struck a railroad embankment, and disintegrated as it slid along the ground. Fires erupted in airplane components scattered along the wreckage path. Three occupied vehicles on the road and numerous vacant vehicles in the auto rental parking lot along the airplane's path were destroyed by impact forces and or fire. One passenger, a 4-year-old child was injured seriously.  PROBABLE CAUSE: ""The flight crew's failure to use the taxi checklist to ensure that the flaps and slats were extended for take-off. Contributing the accident was the absence of electrical power to the airplane take-off warning system which thus did not warn the flight crew that the airplane was not configured properly for take-off. The reason for the absence of electrical power could not be determined."""
Tuesday 15 February 1966,,Sud Aviation SE-210 Caravelle VI-N,Indian Airlines,5411,2,"Delhi-Palam Airport (DEL) - 
	   India",Approach,Passenger - Scheduled,Calcutta Airport (CCU/VECC),Delhi-Palam Airport (DEL/VIDP),"The Caravelle undershot runway 28 in conditions of poor visibility. The aircraft struck a cement pillar and other obstructions and caught fire.  PROBABLE CAUSE: ""The Government has accepted that the aircraft undershot and crashed as a result of the abandonment of the ILS approach at too early a stage during an attempt to land under conditions of poor visibility in fog. Contributory causes: 1) Lack of information with the pilot regarding the true conditions of surface visibility, which was in fact below the minimum prescribed for a night landing by Caravelle aircraft on runway 28 at Palam. 2) Lack of proper monitoring and possibly incorrect setting of altimeter(s) during the approach to land. 3) The use of landing lights which resulted in glare during the final stages of the approach in foggy conditions."""
Thursday 22 March 1979,00:57,Tupolev Tu-134A,Aeroflot / Latvia,5838,4,"1,5 km NE of Liepaya Airport (LPX) - 
	   Latvia",Landing,Cargo,Gorkiy Airport (GOJ/UWGG),Liepaya Airport (LPX/EVLA),"The Tupolev 134 departed Omsk on a cargo flight to Liepaya with an en-route stop at Gorkiy (now Nizhniy Novgorod). The crew carried out an approach at night in conditions of snow and rain (visibility 900 meters). The approach was unstabilized and the plane descended too fast, below the glide slope. At a height of 180 m the crew switched off the autopilot. The plane had deviated to the right of the localizer, and the vertical speed has increased up to 8 m/s. The crew tried to establish visual contact to the ground and to banked to the left. At height of 60 m the power levers were advanced to takeoff thrust, but was already too late. At 00:57 (Moscow time) the Tu-134 clipped trees 1690 m from the runway threshold and 155 m to the right of its extended centerline at height of 10-12 m. Then it turned left, banking 45-degrees and crashed into a railway embankment at height of 2 m, disintegrated and caught fire.  The air traffic controller had allowed the landing when the weather was below minima. Also, the plane had been overloaded by 752 kg and the center of gravity was past the maximum forward limit."
Wednesday 10 July 1985,23:46,Tupolev Tu-154B-2,Aeroflot / Uzbekistan,12443,200,"near Uchkuduk - 
	   Uzbekistan",En route,Passenger - Scheduled,Karshi Airport (KSQ/UTSL),Ufa Airport (UFA/UWUU),"Aeroflot flight 5143, a Tupolev Tu-154, departed Karshi (KSQ) on a flight to Leningrad (LED) via Ufa (UFA).  The flight climbed to the cruising altitude of 11.600 m and maintained an airspeed of 400 km/h, which was close to stall speed under the given conditions. During cruise flight vibrations started because of the low airspeed. The crew assumed that the vibrations were caused by engine surges. They reduced power to flight idle, causing the airspeed to drop to 290 km/h. Trying to maintain altitude, the angle of attack increased until the airplane eventually stalled. The Tu-154 went into a flat spin and crashed.  Cause (translated from Russian): The cause of the accident was the aircraft entering a flat spin during the flight at a jet stream altitude with a high aircraft weight, influenced by high non-standard outside air temperature, low margin of angle of attack, and engine thrust. In these flight conditions and rapidly developing catastrophic situation, the crew deviated from the requirements of the flight manual, lost speed, and failed to maintain control of the aircraft."
Thursday 3 September 1970,21:26,Yakovlev Yak-40,Aeroflot / Tajikistan,1020,21,"90 km NE of Leninabad - 
	   Tajikistan",En route,Passenger - Scheduled,Frunze Airport (FRU/UAFM),Leninabad Airport (LBD/UTDL),"The Yak-40 passenger plane flew into the side of Mount Airy-Tash (2300 m) at an altitude of 2100 m during the descent towards Leninabad, Tajikistan. Descent had been initiated over mountainous terrain in IMC conditions while the crew was not aware of the exact position of the plane. The captain and copilot had limited IMC experience and poor navigational training."
Tuesday 4 December 1984,,Airbus A300C4-620,Kuwait Airways,,2,"Tehran-Mehrabad Airport (THR) - 
	   Iran",En route,Passenger - Scheduled,Dubai Airport (DXB/OMDB),Karachi International Airport (KHI/OPKC),"After a refueling stop in Dubai (DXB) while en-route to Karachi (KHI), the aircraft was hijacked to Tehran (THR) by four heavily armed Arabs. Over the next six days the hijackers released 153 passengers and crew in several groups. The hijackers demanded the release of 17 prisoners, jailed in Kuwait for bomb attacks on U.S. and French installations. While the aircraft was in Tehran, the hijackers beat and tortured at least six passengers and killed two American passengers. Kuwait authorities refused to release the militants from jail. The hijacking ended on December 9, 1984 when Iranian security forces boarded the aircraft and overpowered the hijackers. The hijackers were believed to have been linked to the Iraqi underground organization ""Al Dawa""."
Monday 28 September 1992,14:30,Airbus A300B4-203,Pakistan International Airlines - PIA,39045,167,"18 km S of Kathmandu-Tribhuvan Airport (KTM) - 
	   Nepal",Approach,Passenger - Scheduled,Karachi International Airport (KHI/OPKC),Kathmandu-Tribhuvan Airport (KTM/VNKT),"PIA Flight 268 departed Karachi, Pakistan at 11:13 for a scheduled passenger flight to Kathmandu, Nepal. The en route portion of the flight was uneventful and the aircraft was cleared for a Sierra approach to Kathmandu's runway 02. The flight was instructed to maintain 11500 feet and report at 16 DME (16 miles from the VOR/DME beacon, which is located 0,6 nm short of the runway). The Kathmandu approach is very difficult, since the airport is located in an oval-shaped valley surrounded by mountains as high as 9665 feet. Runway elevation is 4313 feet amsl. The next approach fixes for PK268 were at 13 DME (at 10500 feet), 10 DME (at 9500 feet) and 8 DME (at 8200 feet). A few seconds after reporting 10 DME, the aircraft descended through 8200 feet, which was the altitude for 8 DME. The Airbus impacted a steep cloud-covered hillside at approx. 7300 feet amsl at 9,16 DME.  Cause: ""The balance of evidence suggests that the primary cause of the accident was that one or both pilots consistently failed to follow the approach procedure and inadvertently adopted a profile which, at each DME fix, was one altitude step ahead and below the correct procedure. Why and how that happened could not be determined with certainty because there was no record of the crew's conversation on the flight deck. Contributory causal factors were thought to be the inevitable complexity of the approach and the associated approach chart."""
Sunday 30 January 2000,21:09,Airbus A310-304,Kenya Airways,58115,169,"2,8 km S off Abidjan-Felix Houphouet Boigny Airport (ABJ) - 
	   Cote d'Ivoire",En route,Passenger - Scheduled,Abidjan-Felix Houphouet Boigny Airport (ABJ/DIAP),Lagos-Murtala Muhammed International Airport (LOS/DNMM),"Kenya Airways Flight 430, an Airbus A310-304, departed from Nairobi for a flight to Lagos and Abidjan. Due to the harmattan, a dusty seasonal wind from the deserts of north Africa, the flight continued directly to Abidjan. The aircraft, named ""Harambee Star"", landed there at 15:15 local time.  The Airbus was prepared for the return flight, KQ431, to Lagos and Nairobi that evening. Shortly after 21:00 the crew received clearance to taxy to runway 21 for departure. The trim was set at 0.9 nose up, slats and flaps at 15 degrees. The airplane began to taxi at 21:07, the tower controller informed the crew of the latest wind, cleared them to take off and asked the crew the call back when they reached flight level 40. At 21:08:18, the captain, who was pilot non flying, applied takeoff power and announced ""thrust, SRS, and runway"" then, nine seconds later ""100 knots"". Flight 431 took off and at 21:08:57, the copilot announced ""Positive rate of climb, gear up"". Less than two seconds later, at a height of around 300 feet, the stall warning sounded. The gear was not retracted. The copilot, who was the pilot flying, pushed forward on the control column in reaction to the stall warnings. At 21:09:07, the copilot asked, ""Whats the problem?"" The aircraft descended and less than a second before passing through 100 feet in descent, the copilot ordered the aural stall warning alarm to be disconnected. The GPWS sounded briefly, followed by the CRC (Continuous Repetitive Chime), which corresponds to a master warning of over-speed with flaps extended, immediately followed by an order from the captain ""Go up!"". The airplanes speed at this point was at least 210 knots, the maximum speed limit for a configuration with slats/flaps at 15°/15°. At 21:09:24 the airplane contacted the sea and broke up. The wreckage came to rest on the sandy seabed at a depth of 40-50 metres. Just ten of the 179 occupants survived the accident.  CAUSES OF THE ACCIDENT:  ""The Commission of Inquiry concluded that the cause of the accident to flight KQ 431 on 30 January 2000 was a collision with the sea that resulted from the pilot flying applying one part of the procedure, by pushing forward on the control column to stop the stick shaker, following the initiation of a stall warning on rotation, while the airplane was not in a true stall situation. In fact, the FCOM used by the airline states that whenever a stall warning is encountered at low altitude (stick shaker activation), it should be considered as an immediate threat to the maintenance of a safe flight path. It specifies that at the first sign of an imminent stall or at the time of a stick shaker activation, the following actions must be undertaken simultaneously: thrust levers in TOGA position, reduction of pitch attitude, wings level, check that speed brakes are retracted. The investigation showed that the pilot flying reduced the pitch attitude but did not apply TOGA thrust on the engines. The investigation was unable to determine if the crew performed the other two actions: leveling the wings and checking that the speed brakes were retracted. The following elements contributed to the accident: - the pilot flyings action on the control column put the airplane into a descent without the crew realizing it, despite the radio altimeter callouts; - the GPWS warnings that could have alerted the crew to an imminent contact with the sea were masked by the priority stall and overspeed warnings, in accordance with the rules on the prioritization of warnings; - the conditions for a takeoff performed towards the sea and at night provided no external visual references that would have allowed the crew to be aware of the direct proximity of the sea."""
Tuesday 17 July 2007,18:54,Airbus A320-233,TAM Linhas Aéreas,20000,187,"São Paulo-Congonhas Airport, SP (CGH) - 
	   Brazil",Landing,Passenger - Scheduled,"Porto Alegre-Salgado Filho International Airport, RS (POA/SBPA)","São Paulo-Congonhas Airport, SP (CGH/SBSP)","An Airbus A320-233 operated by TAM Linhas Aéreas of Brazil was destroyed when it suffered a runway excursion after landing at São Paulo-Congonhas Airport, Brazil.  TAM Flight 3054 was a regular passenger flight from Porto Alegre to São Paulo-Congonhas. The aircraft departed Porto Alegre at 17:19 with 181 passengers and 6 crew members on board. The aircraft was operating with the number 2 engine reverser de-activated, in accordance with the Minimum Equipment List (MEL). The weather prevailing along the route and at the destination was adverse, and the crew had to make a few deviations. Up to the moment of the landing, the flight occurred within the expected routine. According to information provided to the Tower controller by crews that had landed earlier, the active runway at Congonhas (35L) was wet and slippery. Runway 35L is a 6365 x 147 feet (1940 x 45 meters) asphalt runway with a Landing Distance Available of 1880 m. In the beginning of 2007, the runways at Congonhas were subjected to a restoration to correct surface irregularities and correct problems of gradient, so as to prevent water accumulation. With the new pavement, the coefficient of friction of the runway surface was improved. However, since more time was be needed until the tarmac could be ready to receive the grooving, the airport administration decided to put the main runway in operation even without the grooves on 29 June 2007.  The flight touched down at 18:54 local time at a speed of 142 knots. Airbus had introduced a simplified procedure for landing with a deactivated thrust reverser in which crews had to select reversers for both engines after landing. Computer logic would which reverser was inoperative and thus block the increase in power. This simplified procedure however added an additional 55 meters in the calculations of the runway length required for landing if the runway was contaminated. However, the flight crew failed to use this procedure and left the thrust lever of engine no.2 positioned at ""CL"". This caused the autothrust to try to maintain the speed previously selected. Another consequence was the nondeflection of the ground spoilers, since, in accordance with their logic of operation, it is necessary that both thrust levers be at the ""IDLE"" position, or one of them be at ""IDLE"" and the other at ""REV"" (reverse), for the ground spoilers to be deflected. The non-deflection of the ground spoilers significantly degraded the aircraft braking capability, increasing the distance necessary for a full stop of the airplane by about 50%. Additionally the autobrake function, although armed, was not activated, because the opening of the ground spoilers is a prerequisite for such activation. When the nose gear touched the runway, about 2.5 seconds after the left main gear, the number 1 engine thrust lever was moved to the ""REV"" position. With this action, the autothrust function of the aircraft was disconnected and the thrust lock function was activated, with the purpose of preventing the acceleration to reach the climb power level. As a result, this function froze the number 2 engine power in the value it was at that moment (EPR2 = 1.18). The thrust lock function is disabled by the movement of the thrust lever, but since this movement did not occur, the number 2 engine remained with that power until the collision. About six seconds after the main gear touched the runway, there was the first activation of the brakes by means of the pedals, which reached the maximum deflection five seconds later. The FDR also recorded the use of the rudder and the differential braking by the pedals as the aircraft veered to the left. Since the runway is at a higher elevation than the surrounding street and residential area, the A320 crossed over the Washington Luís Avenue, and collided with a concrete TAM Express building and a fuel service station at a ground speed of 96 knots.  All the persons onboard suffered fatal injuries. The accident also caused 12 fatalities on the ground among the people that were in the TAM Express building. The accident caused severe damage to the convenience shop area of the service station and to some vehicles that were parked there. The TAM Express building sustained structural damages that determined its demolition.  1. Human factors 1.1 Medical aspect a. Pain - Undetermined At a certain moment, during the approach, the PIC reported having a mild headache. Although it was not possible to verify which type of headache it was, or even to evaluate its intensity, it is possible that this trouble may have influenced his cognitive and psychomotor capabilities during the final moments of the flight, when the unpredictability of the situation demanded a higher effectiveness of performance. This factor was considered undetermined due to the impossibility of confirming its contribution in factual terms.  1.2 Operational aspect a. Training - A contributor The theoretical qualification of their pilots was founded on the exclusive use of computer interactive courses (CBT), which allowed a massive training, but did not ensure the quality of the training received. In addition, the formation of the SIC was restricted to the Right Seat Certification, something that proved insufficient for him to deal with the critical situation experienced after the landing. Lastly, there was a perception among the crews interviewed that the training through the years and on account of the high demand resulting from the companys growth was being abbreviated. b. Application of the commands - Undetermined One of the hypotheses considered in this investigation was that the pilot may have attempted to perform a procedure no longer in force at the time of the accident for the landing with a pinned reverser. This procedure consisted in the receding of both levers to the IDLE position during the flare at about a 10-foot altitude, and, after touching down, in activating the only reverser available, maintaining the thrust lever of the other engine in the IDLE position. This procedure, though being more efficient from a braking perspective, could induce the crew to making mistakes, as there were several reports of occurrences in which there was a wrong setting of the levers, motivating the manufacturer to establish a new procedure, months before the accident. Thus, there is a high probability that the PIC inadvertently left one of the thrust levers in the CL position, placing the other one first in IDLE and later in the REV position. This factor was considered undetermined due to the impossibility of confirming its contribution in factual terms. c. Cockpit coordination - A contributor Independently of the hypothesis considered, the monitoring of the flight at the landing was not appropriate, since the crew did not have perception of what was happening in the moments that preceded the impact. This loss of situational awareness hindered the adoption of an efficient and timely corrective action. d. Forgetfulness by the pilot - Undetermined It is possible that the pilot has inadvertently left one of the levers at the CL position, while trying to perform a procedure no longer in force for the operation with a pinned reverser. This factor was considered undetermined due to the impossibility of confirming its contribution in factual terms. e. Flight indiscipline - Undetermined The procedure prescribed for the operation with a pinned reverser had been modified by the manufacturer and, according to the FDR recordings, the procedure in force was known to the crew and executed by them on the leg that preceded the accident. However, as this procedure imposed an increase of up to 55 meters in the calculations of runway distance required for landing, it is possible that the PIC deliberately tried to perform adoption of a procedure no longer in force would characterize flight indiscipline. This factor was considered undetermined due to the impossibility of confirming its contribution in factual terms. f. Influence from the environment - Undetermined The operating conditions of the Congonhas runway, may have affected the crews performance from a psychological perspective, considering the state of anxiety that was present in the cockpit. In addition, the lack of luminosity resulting from the operation at night time, associated with the size and color of"
